{'L': 10, 'M': 400, 'N': 45, 'R': 1, 'M_grid': 40, 'pm': 0.1, 'pc': 0.8, 'pop_size': 10, 'max_gen': 500, 'Dth': 1.7320508075688772, 'k1': 2.5, 'w1': 2, 'w2': 200, 'maxdis': 0.3, 'GA_step': 10, 'VF_step': 5, 'seed_number': 28, 'alpha1': 0.9, 'alpha2': 0.05, 'alpha3': 0.05}
[0, 0.6763, 0.6763, 0.6763, 0.6486, 0.0189, 0.0089, 0.6763]
[0, 0.6167, 0.6473, 0.6707, 0.6486, 0.0189, 0.0089, 0.6763]
[1, 0.6273, 0.6594, 0.6938, 0.6654, 0.0178, 0.0106, 0.6938]
[2, 0.6606, 0.6848, 0.7061, 0.6739, 0.0217, 0.0106, 0.7061]
[3, 0.6645, 0.6918, 0.7061, 0.6739, 0.0217, 0.0106, 0.7061]
[4, 0.6588, 0.6874, 0.7061, 0.6739, 0.0217, 0.0106, 0.7061]
[5, 0.678, 0.6952, 0.7061, 0.6739, 0.0217, 0.0106, 0.7061]
[6, 0.6887, 0.7019, 0.7139, 0.6778, 0.0233, 0.0128, 0.7139]
[7, 0.6903, 0.7047, 0.7139, 0.6778, 0.0233, 0.0128, 0.7139]
[8, 0.7004, 0.7168, 0.7319, 0.6964, 0.0217, 0.0139, 0.7319]
[9, 0.7207, 0.781, 0.8163, 0.783, 0.0206, 0.0128, 0.8163]
[10, 0.7336, 0.7889, 0.8163, 0.783, 0.0206, 0.0128, 0.8163]
[11, 0.7618, 0.8109, 0.8163, 0.783, 0.0206, 0.0128, 0.8163]
[12, 0.8163, 0.8166, 0.8175, 0.7841, 0.0206, 0.0128, 0.8175]
[13, 0.8163, 0.8163, 0.8163, 0.7841, 0.0206, 0.0128, 0.8175]
[14, 0.8163, 0.8163, 0.8163, 0.7841, 0.0206, 0.0128, 0.8175]
[15, 0.8158, 0.8163, 0.8163, 0.7841, 0.0206, 0.0128, 0.8175]
[16, 0.8163, 0.8163, 0.8163, 0.7841, 0.0206, 0.0128, 0.8175]
[17, 0.8163, 0.8163, 0.8163, 0.7841, 0.0206, 0.0128, 0.8175]
[18, 0.8163, 0.8163, 0.8163, 0.7841, 0.0206, 0.0128, 0.8175]
[19, 0.8265, 0.8347, 0.8383, 0.8061, 0.02, 0.0122, 0.8383]
[20, 0.8383, 0.8383, 0.8383, 0.8061, 0.02, 0.0122, 0.8383]
[21, 0.8383, 0.8383, 0.8383, 0.8061, 0.02, 0.0122, 0.8383]
[22, 0.8383, 0.8383, 0.8383, 0.8061, 0.02, 0.0122, 0.8383]
[23, 0.8383, 0.8383, 0.8383, 0.8061, 0.02, 0.0122, 0.8383]
[24, 0.8383, 0.8383, 0.8383, 0.8061, 0.02, 0.0122, 0.8383]
[25, 0.8372, 0.8381, 0.8383, 0.8061, 0.02, 0.0122, 0.8383]
